4.299223619974049115e-01,5.010449708509460143e-01,3.138244443278911250e-02,7.044150916125543373e-03,7.091624215558270383e-03
4.872982983468760465e-01,4.101403595464212515e-01,3.358541695662663369e-03,2.632625431042065305e-03,1.410737545142726115e-03
7.332371732369781236e-01,6.923293284111609047e-02,1.969240497705055382e-01,1.106092351106218417e-02,6.506440445405570205e-02
5.119644430630961862e-01,4.243858991090607158e-01,4.809751724418526719e-01,3.206128912106493978e-01,5.299807107221998770e-01
7.970497515570321712e-01,2.089176839640362882e-01,2.275429429168245310e-01,2.903489424838737731e-01,2.067686977912536750e-01
6.104562274102692809e-01,3.083753761631863322e-01,3.777607709468654151e-02,5.162356052642088494e-03,1.226121286468488669e-02
6.895102849797357658e-01,2.164967155691372991e-01,4.065967944112595586e-03,1.415803846042914095e-03,2.479477869585213195e-03
7.917623335028701748e-01,1.676947795249726647e-02,4.811775512713338532e-02,3.181910903373056515e-02,1.927400095425389065e-02
6.437329465374330706e-01,4.991353794157373236e-01,4.140495396339713419e-01,4.807415668821817256e-01,4.897114189546229457e-01
5.729068806991137741e-01,3.142372676507935170e-01,4.983353847636556866e-01,4.546633840052399789e-01,4.622675087633251745e-01
2.085268125841611142e-01,7.211924189585615652e-01,1.569497424787638304e-02,4.422435441346560595e-03,5.972895130391198473e-03
5.426845805693125691e-01,3.358119308447982121e-01,1.216125998492975993e-02,1.534927538148382360e-03,1.695721646712135744e-03
7.070914166274262502e-01,1.339163307024783256e-01,3.101910734621525223e-01,4.276407613347803227e-02,2.376165138342507532e-01
6.304754125364157025e-01,3.778243371365572201e-01,1.544297584934836987e-01,2.972016248178830367e-01,2.719002753667671413e-01
7.079272098486449893e-01,2.539914316773613234e-01,3.740295690728349109e-01,3.371465972206705297e-01,3.116786731824890966e-01
